county,color,id
"Warren, VA",#2FC169,c51187
"Prince William, VA",#0F934A,c51153
"Manassas Park, VA",#2FC169,c51685
"Accomack, VA",#FFFFFF,c51001
"Rappahannock, VA",#0F934A,c51157
"Madison, VA",#2FC169,c51113
"Louisa, VA",#2FC169,c51109
"Goochland, VA",#0CA44D,c51075
"Orange, VA",#2FC169,c51137
"Amelia, VA",#0F934A,c51007
"Powhatan, VA",#2FC169,c51145
"Nottoway, VA",#54CC84,c51135
"Brunswick, VA",#2FC169,c51025
"Dinwiddie, VA",#2FC169,c51053
"Emporia, VA",#2FC169,c51595
"Greensville, VA",#0CA44D,c51081
"Poquoson, VA",#2FC169,c51735
"Franklin, VA",#2FC169,c51620
"Southampton, VA",#2FC169,c51175
"Hampton, VA",#2FC169,c51650
"Williamsburg, VA",#54CC84,c51830
"Newport News, VA",#78D79E,c51700
"Portsmouth, VA",#2FC169,c51740
"York, VA",#2FC169,c51199
"James City, VA",#2FC169,c51095
"Surry, VA",#FFFFFF,c51181
"Sussex, VA",#FFFFFF,c51183
"Prince George, VA",#0F934A,c51149
"Petersburg, VA",#2FC169,c51730
"Henrico, VA",#2FC169,c51087
"Chesterfield, VA",#0CA44D,c51041
"Charles City, VA",#0CA44D,c51036
"New_Kent, VA",#78D79E,c51127
"Richmond, VA",#2FC169,c51760
"Fredericksburg, VA",#2FC169,c51630
"Fairfax, VA",#2FC169,c51600
"Manassas, VA",#2FC169,c51683
"Loudoun, VA",#2FC169,c51107
"Fauquier, VA",#2FC169,c51061
"Culpeper, VA",#2FC169,c51047
"Spotsylvania, VA",#2FC169,c51177
"Hanover, VA",#2FC169,c51085
"King William, VA",#2FC169,c51101
"King and Queen, VA",#2FC169,c51097
"Middlesex, VA",#2FC169,c51119
"Gloucester, VA",#0CA44D,c51073
"Lancaster, VA",#2FC169,c51103
"Richmond Co., VA",#2FC169,c51159
"Essex, VA",#2FC169,c51057
"Caroline, VA",#0CA44D,c51033
"Fairfax Co., VA",#2FC169,c51059
"Stafford, VA",#2FC169,c51179
"King George, VA",#2FC169,c51099
"Westmoreland, VA",#2FC169,c51193
"Northumberland, VA",#54CC84,c51133
"Mathews, VA",#2FC169,c51115
"Norfolk, VA",#54CC84,c51710
"Isle of Wight, VA",#2FC169,c51093
"Suffolk, VA",#FFFFFF,c51800
"Chesapeake, VA",#0CA44D,c51550
"Virginia Beach, VA",#78D79E,c51810
"Okanogan, WA",#2FC169,c53047
"Whatcom, WA",#2FC169,c53073
"Wahkiakum, WA",#2FC169,c53069
"Asotin, WA",#78D79E,c53003
"Garfield, WA",#0CA44D,c53023
"Columbia, WA",#54CC84,c53013
"Walla Walla, WA",#2FC169,c53071
"Franklin, WA",#2FC169,c53021
"Whitman, WA",#2FC169,c53075
"Spokane, WA",#2FC169,c53063
"Pend Oreille, WA",#2FC169,c53051
"Stevens, WA",#FFFFFF,c53065
"Lincoln, WA",#2FC169,c53043
"Adams, WA",#FFFFFF,c53001
"Grant, WA",#0CA44D,c53025
"Benton, WA",#2FC169,c53005
"Klickitat, WA",#2FC169,c53039
"Clark, WA",#0CA44D,c53011
"Skamania, WA",#2FC169,c53059
"Cowlitz, WA",#54CC84,c53015
"Pacific, WA",#2FC169,c53049
"Lewis, WA",#2FC169,c53041
"Thurston, WA",#FFFFFF,c53067
"Pierce, WA",#2FC169,c53053
"Yakima, WA",#2FC169,c53077
"Kittitas, WA",#2FC169,c53037
"Douglas, WA",#2FC169,c53017
"Ferry, WA",#2FC169,c53019
"San Juan, WA",#2FC169,c53055
"Island, WA",#2FC169,c53029
"Snohomish, WA",#2FC169,c53061
"King, WA",#2FC169,c53033
"Kitsap, WA",#2FC169,c53035
"Mason, WA",#2FC169,c53045
"Grays Harbor, WA",#0CA44D,c53027
"Jefferson, WA",#2FC169,c53031
"Clallam, WA",#0CA44D,c53009
"Skagit, WA",#2FC169,c53057
"Chelan, WA",#0CA44D,c53007
"Berkeley, WV",#2FC169,c54003
"Jefferson, WV",#2FC169,c54037
"Cabell, WV",#0CA44D,c54011
"Mingo, WV",#2FC169,c54059
"Wayne, WV",#2FC169,c54099
"Wyoming, WV",#2FC169,c54109
"Logan, WV",#2FC169,c54045
"McDowell, WV",#2FC169,c54047
"Mercer, WV",#2FC169,c54055
"Monroe, WV",#2FC169,c54063
"Summers, WV",#FFFFFF,c54089
"Raleigh, WV",#0F934A,c54081
"Boone, WV",#2FC169,c54005
"Lincoln, WV",#2FC169,c54043
"Putnam, WV",#0F934A,c54079
"Mason, WV",#2FC169,c54053
"Jackson, WV",#2FC169,c54035
"Kanawha, WV",#2FC169,c54039
"Fayette, WV",#2FC169,c54019
"Clay, WV",#0CA44D,c54015
"Roane, WV",#2FC169,c54087
"Calhoun, WV",#0CA44D,c54013
"Wirt, WV",#54CC84,c54105
"Wood, WV",#54CC84,c54107
"Pleasants, WV",#2FC169,c54073
"Ritchie, WV",#2FC169,c54085
"Gilmer, WV",#0CA44D,c54021
"Braxton, WV",#2FC169,c54007
"Nicholas, WV",#FFFFFF,c54067
"Greenbrier, WV",#0CA44D,c54025
"Webster, WV",#2FC169,c54101
"Upshur, WV",#137046,c54097
"Lewis, WV",#2FC169,c54041
"Doddridge, WV",#2FC169,c54017
"Tyler, WV",#137046,c54095
"Harrison, WV",#2FC169,c54033
"Hancock, WV",#2FC169,c54029
"Brooke, WV",#2FC169,c54009
"Ohio, WV",#0F934A,c54069
"Marshall, WV",#2FC169,c54051
"Wetzel, WV",#2FC169,c54103
"Marion, WV",#2FC169,c54049
"Barbour, WV",#2FC169,c54001
"Taylor, WV",#FFFFFF,c54091
"Monongalia, WV",#2FC169,c54061
"Pocahontas, WV",#2FC169,c54075
"Preston, WV",#0F934A,c54077
"Randolph, WV",#0F934A,c54083
"Pendleton, WV",#2FC169,c54071
"Tucker, WV",#0CA44D,c54093
"Grant, WV",#0CA44D,c54023
"Hardy, WV",#2FC169,c54031
"Mineral, WV",#2FC169,c54057
"Hampshire, WV",#2FC169,c54027
"Morgan, WV",#2FC169,c54065
"Adams, WI",#FFFFFF,c55001
"Ashland, WI",#78D79E,c55003
"Barron, WI",#2FC169,c55005
"Bayfield, WI",#2FC169,c55007
"Burnett, WI",#2FC169,c55013
"Buffalo, WI",#2FC169,c55011
"Chippewa, WI",#0CA44D,c55017
"Clark, WI",#0CA44D,c55019
"Door, WI",#2FC169,c55029
"Douglas, WI",#2FC169,c55031
"Dunn, WI",#2FC169,c55033
"Eau Claire, WI",#2FC169,c55035
"Iron, WI",#2FC169,c55051
"Jackson, WI",#2FC169,c55053
"Kewaunee, WI",#2FC169,c55061
"Langlade, WI",#2FC169,c55067
"Lincoln, WI",#2FC169,c55069
"Marathon, WI",#2FC169,c55073
"Oneida, WI",#2FC169,c55085
"Pepin, WI",#2FC169,c55091
"Pierce, WI",#2FC169,c55093
"Polk, WI",#2FC169,c55095
"Price, WI",#0F934A,c55099
"Rusk, WI",#2FC169,c55107
"St. Croix, WI",#2FC169,c55109
"Sawyer, WI",#2FC169,c55113
"Taylor, WI",#FFFFFF,c55119
"Trempealeau, WI",#0CA44D,c55121
"Vilas, WI",#78D79E,c55125
"Washburn, WI",#2FC169,c55129
"Wood, WI",#54CC84,c55141
"Juneau, WI",#2FC169,c55057
"Monroe, WI",#2FC169,c55081
"La Crosse, WI",#2FC169,c55063
"Vernon, WI",#0F934A,c55123
"Sauk, WI",#2FC169,c55111
"Richland, WI",#2FC169,c55103
"Crawford, WI",#54CC84,c55023
"Iowa, WI",#2FC169,c55049
"Grant, WI",#0CA44D,c55043
"Lafayette, WI",#2FC169,c55065
"Green, WI",#0CA44D,c55045
"Marquette, WI",#2FC169,c55077
"Portage, WI",#2FC169,c55097
"Waupaca, WI",#2FC169,c55135
"Waushara, WI",#2FC169,c55137
"Green Lake, WI",#0CA44D,c55047
"Columbia, WI",#54CC84,c55021
"Dane, WI",#2FC169,c55025
"Rock, WI",#2FC169,c55105
"Kenosha, WI",#2FC169,c55059
"Racine, WI",#0F934A,c55101
"Walworth, WI",#2FC169,c55127
"Dodge, WI",#2FC169,c55027
"Jefferson, WI",#2FC169,c55055
"Waukesha, WI",#2FC169,c55133
"Milwaukee, WI",#2FC169,c55079
"Ozaukee, WI",#2FC169,c55089
"Washington, WI",#2FC169,c55131
"Winnebago, WI",#54CC84,c55139
"Fond du Lac, WI",#2FC169,c55039
"Sheboygan, WI",#2FC169,c55117
"Calumet, WI",#0CA44D,c55015
"Manitowoc, WI",#2FC169,c55071
"Brown, WI",#2FC169,c55009
"Outagamie, WI",#2FC169,c55087
"Shawano, WI",#2FC169,c55115
"Menominee, WI",#2FC169,c55078
"Oconto, WI",#0CA44D,c55083
"Forest, WI",#2FC169,c55041
"Florence, WI",#2FC169,c55037
"Marinette, WI",#2FC169,c55075
"Laramie, WY",#2FC169,c56021
"Goshen, WY",#0CA44D,c56015
"Teton, WY",#FFFFFF,c56039
"Lincoln, WY",#2FC169,c56023
"Uinta, WY",#137046,c56041
"Sublette, WY",#FFFFFF,c56035
"Park, WY",#2FC169,c56029
"Sweetwater, WY",#FFFFFF,c56037
"Fremont, WY",#2FC169,c56013
"Hot Springs, WY",#54CC84,c56017
"Washakie, WY",#2FC169,c56043
"Big Horn, WY",#2FC169,c56003
"Sheridan, WY",#2FC169,c56033
"Johnson, WY",#2FC169,c56019
"Natrona, WY",#2FC169,c56025
"Carbon, WY",#0CA44D,c56007
"Albany, WY",#0F934A,c56001
"Weston, WY",#2FC169,c56045
"Crook, WY",#54CC84,c56011
"Campbell, WY",#0CA44D,c56005
"Converse, WY",#54CC84,c56009
"Niobrara, WY",#FFFFFF,c56027
"Platte, WY",#2FC169,c56031
"Washington, DC",#2FC169,c11001
