county,color
"Camp, TX",#0CA44D
"Marion, TX",#2FC169
"Cass, TX",#0CA44D
"Morris, TX",#2FC169
"Titus, TX",#FFFFFF
"Franklin, TX",#2FC169
"Hopkins, TX",#54CC84
"Delta, TX",#2FC169
"Hunt, TX",#54CC84
"Collin, TX",#54CC84
"Denton, TX",#2FC169
"Wise, TX",#54CC84
"Jack, TX",#2FC169
"Young, TX",#2FC169
"Throckmorton, TX",#FFFFFF
"Haskell, TX",#2FC169
"Stonewall, TX",#FFFFFF
"Dickens, TX",#2FC169
"Motley, TX",#2FC169
"Hall, TX",#2FC169
"Donley, TX",#2FC169
"Gray, TX",#0CA44D
"Roberts, TX",#2FC169
"Ochiltree, TX",#0CA44D
"Lipscomb, TX",#2FC169
"Hemphill, TX",#2FC169
"Wheeler, TX",#2FC169
"Collingsworth, TX",#54CC84
"Childress, TX",#0CA44D
"Cottle, TX",#54CC84
"King, TX",#2FC169
"Knox, TX",#2FC169
"Foard, TX",#2FC169
"Hardeman, TX",#2FC169
"Archer, TX",#0CA44D
"Baylor, TX",#2FC169
"Wilbarger, TX",#54CC84
"Wichita, TX",#54CC84
"Clay, TX",#0CA44D
"Montague, TX",#2FC169
"Cooke, TX",#54CC84
"Fannin, TX",#2FC169
"Grayson, TX",#0CA44D
"Lamar, TX",#2FC169
"Aransas, TX",#0CA44D
"Cameron, TX",#0CA44D
"San Juan, UT",#2FC169
"Garfield, UT",#0CA44D
"Morgan, UT",#2FC169
"Davis, UT",#2FC169
"Weber, UT",#2FC169
"Rich, UT",#2FC169
"Cache, UT",#0CA44D
"Box Elder, UT",#2FC169
"Daggett, UT",#2FC169
"Salt Lake, UT",#2FC169
"Summit, UT",#FFFFFF
"Wasatch, UT",#2FC169
"Utah, UT",#2FC169
"Tooele, UT",#0CA44D
"Juab, UT",#2FC169
"Millard, UT",#2FC169
"Sevier, UT",#2FC169
"Sanpete, UT",#2FC169
"Carbon, UT",#0CA44D
"Duchesne, UT",#2FC169
"Uintah, UT",#137046
"Grand, UT",#0CA44D
"Emery, UT",#2FC169
"Wayne, UT",#2FC169
"Piute, UT",#2FC169
"Beaver, UT",#2FC169
"Iron, UT",#2FC169
"Washington, UT",#2FC169
"Kane, UT",#2FC169
"Essex, VT",#2FC169
"Orleans, VT",#2FC169
"Bennington, VT",#2FC169
"Grand Isle, VT",#0CA44D
"Washington, VT",#2FC169
"Caledonia, VT",#0CA44D
"Lamoille, VT",#2FC169
"Franklin, VT",#2FC169
"Chittenden, VT",#0CA44D
"Addison, VT",#FFFFFF
"Rutland, VT",#2FC169
"Windham, VT",#54CC84
"Windsor, VT",#54CC84
"Orange, VT",#2FC169
"Northampton, VA",#54CC84
"Buchanan, VA",#2FC169
"Tazewell, VA",#FFFFFF
"Smyth, VA",#2FC169
"Bristol, VA",#2FC169
"Washington, VA",#2FC169
"Russell, VA",#2FC169
"Norton, VA",#54CC84
"Wise, VA",#54CC84
"Dickenson, VA",#2FC169
"Scott, VA",#2FC169
"Lee, VA",#2FC169
"Bland, VA",#2FC169
"Grayson, VA",#0CA44D
"Galax, VA",#0CA44D
"Wythe, VA",#2FC169
"Giles, VA",#0CA44D
"Radford, VA",#0F934A
"Pulaski, VA",#0F934A
"Falls Church, VA",#2FC169
"Arlington, VA",#0CA44D
"Carroll, VA",#0CA44D
"Henry, VA",#2FC169
"Patrick, VA",#2FC169
"Floyd, VA",#2FC169
"Montgomery, VA",#2FC169
"Salem, VA",#2FC169
"Franklin Co., VA",#2FC169
"Bedford Co., VA",#2FC169
"Roanoke Co., VA",#2FC169
"Alleghany, VA",#0F934A
"Craig, VA",#54CC84
"Botetourt, VA",#2FC169
"Amherst, VA",#0F934A
"Rockbridge, VA",#2FC169
"Bath, VA",#2FC169
"Highland, VA",#54CC84
"Greene, VA",#0CA44D
"Rockingham, VA",#2FC169
"Augusta, VA",#78D79E
"Nelson, VA",#78D79E
"Buckingham, VA",#2FC169
"Appomattox, VA",#0F934A
"Campbell, VA",#0CA44D
"Halifax, VA",#2FC169
"Pittsylvania, VA",#2FC169
"Martinsville, VA",#2FC169
"Danville, VA",#2FC169
"Lynchburg, VA",#2FC169
"Roanoke, VA",#2FC169
"Buena Vista, VA",#2FC169
"Covington, VA",#54CC84
"Lexington, VA",#2FC169
"Waynesboro, VA",#2FC169
"Staunton, VA",#FFFFFF
"Charlottesville, VA",#0CA44D
"Harrisonburg, VA",#2FC169
"Albemarle, VA",#0F934A
"Fluvanna, VA",#2FC169
"Cumberland, VA",#2FC169
"Prince Edward, VA",#0F934A
"Charlotte, VA",#0CA44D
"Mecklenburg, VA",#2FC169
"Colonial Heights, VA",#54CC84
"Lunenburg, VA",#2FC169
"Hopewell, VA",#54CC84
"Alexandria, VA",#0F934A
"Page, VA",#2FC169
"Shenandoah, VA",#2FC169
"Clarke, VA",#0CA44D
"Winchester, VA",#54CC84
"Frederick, VA",#2FC169
"Warren, VA",#2FC169
"Prince William, VA",#0F934A
"Manassas Park, VA",#2FC169
"Accomack, VA",#FFFFFF
"Rappahannock, VA",#0F934A
"Madison, VA",#2FC169
"Louisa, VA",#2FC169
"Goochland, VA",#0CA44D
"Orange, VA",#2FC169
"Amelia, VA",#0F934A
"Powhatan, VA",#2FC169
"Nottoway, VA",#54CC84
"Brunswick, VA",#2FC169
"Dinwiddie, VA",#2FC169
"Emporia, VA",#2FC169
"Greensville, VA",#0CA44D
"Poquoson, VA",#2FC169
"Franklin, VA",#2FC169
"Southampton, VA",#2FC169
"Hampton, VA",#2FC169
"Williamsburg, VA",#54CC84
"Newport News, VA",#78D79E
"Portsmouth, VA",#2FC169
"York, VA",#2FC169
"James City, VA",#2FC169
"Surry, VA",#FFFFFF
"Sussex, VA",#FFFFFF
"Prince George, VA",#0F934A
"Petersburg, VA",#2FC169
"Henrico, VA",#2FC169
"Chesterfield, VA",#0CA44D
"Charles City, VA",#0CA44D
"New_Kent, VA",#78D79E
"Richmond, VA",#2FC169
"Fredericksburg, VA",#2FC169
"Fairfax, VA",#2FC169
"Manassas, VA",#2FC169
"Loudoun, VA",#2FC169
"Fauquier, VA",#2FC169
"Culpeper, VA",#2FC169
"Spotsylvania, VA",#2FC169
"Hanover, VA",#2FC169
"King William, VA",#2FC169
"King and Queen, VA",#2FC169
"Middlesex, VA",#2FC169
"Gloucester, VA",#0CA44D
"Lancaster, VA",#2FC169
"Richmond Co., VA",#2FC169
"Essex, VA",#2FC169
"Caroline, VA",#0CA44D
"Fairfax Co., VA",#2FC169
"Stafford, VA",#2FC169
"King George, VA",#2FC169
"Westmoreland, VA",#2FC169
"Northumberland, VA",#54CC84
"Mathews, VA",#2FC169
"Norfolk, VA",#54CC84
"Isle of Wight, VA",#2FC169
"Suffolk, VA",#FFFFFF
"Chesapeake, VA",#0CA44D
"Virginia Beach, VA",#78D79E
"Okanogan, WA",#2FC169
"Whatcom, WA",#2FC169
"Wahkiakum, WA",#2FC169
"Asotin, WA",#78D79E
"Garfield, WA",#0CA44D
"Columbia, WA",#54CC84
"Walla Walla, WA",#2FC169
"Franklin, WA",#2FC169
"Whitman, WA",#2FC169
"Spokane, WA",#2FC169
"Pend Oreille, WA",#2FC169
"Stevens, WA",#FFFFFF
"Lincoln, WA",#2FC169
"Adams, WA",#FFFFFF
"Grant, WA",#0CA44D
"Benton, WA",#2FC169
"Klickitat, WA",#2FC169
"Clark, WA",#0CA44D
"Skamania, WA",#2FC169
"Cowlitz, WA",#54CC84
"Pacific, WA",#2FC169
"Lewis, WA",#2FC169
"Thurston, WA",#FFFFFF
"Pierce, WA",#2FC169
"Yakima, WA",#2FC169
"Kittitas, WA",#2FC169
"Douglas, WA",#2FC169
"Ferry, WA",#2FC169
"San Juan, WA",#2FC169
"Island, WA",#2FC169
"Snohomish, WA",#2FC169
"King, WA",#2FC169
"Kitsap, WA",#2FC169
"Mason, WA",#2FC169
"Grays Harbor, WA",#0CA44D
"Jefferson, WA",#2FC169
"Clallam, WA",#0CA44D
"Skagit, WA",#2FC169
"Chelan, WA",#0CA44D
"Berkeley, WV",#2FC169
"Jefferson, WV",#2FC169
"Cabell, WV",#0CA44D
"Mingo, WV",#2FC169
"Wayne, WV",#2FC169
"Wyoming, WV",#2FC169
"Logan, WV",#2FC169
"McDowell, WV",#2FC169
"Mercer, WV",#2FC169
"Monroe, WV",#2FC169
"Summers, WV",#FFFFFF
"Raleigh, WV",#0F934A
"Boone, WV",#2FC169
"Lincoln, WV",#2FC169
"Putnam, WV",#0F934A
"Mason, WV",#2FC169
"Jackson, WV",#2FC169
"Kanawha, WV",#2FC169
"Fayette, WV",#2FC169
"Clay, WV",#0CA44D
"Roane, WV",#2FC169
"Calhoun, WV",#0CA44D
"Wirt, WV",#54CC84
"Wood, WV",#54CC84
"Pleasants, WV",#2FC169
"Ritchie, WV",#2FC169
"Gilmer, WV",#0CA44D
"Braxton, WV",#2FC169
"Nicholas, WV",#FFFFFF
"Greenbrier, WV",#0CA44D
"Webster, WV",#2FC169
"Upshur, WV",#137046
"Lewis, WV",#2FC169
"Doddridge, WV",#2FC169
"Tyler, WV",#137046
"Harrison, WV",#2FC169
"Hancock, WV",#2FC169
"Brooke, WV",#2FC169
"Ohio, WV",#0F934A
"Marshall, WV",#2FC169
"Wetzel, WV",#2FC169
"Marion, WV",#2FC169
"Barbour, WV",#2FC169
"Taylor, WV",#FFFFFF
"Monongalia, WV",#2FC169
"Pocahontas, WV",#2FC169
"Preston, WV",#0F934A
"Randolph, WV",#0F934A
"Pendleton, WV",#2FC169
"Tucker, WV",#0CA44D
"Grant, WV",#0CA44D
"Hardy, WV",#2FC169
"Mineral, WV",#2FC169
"Hampshire, WV",#2FC169
"Morgan, WV",#2FC169
"Adams, WI",#FFFFFF
"Ashland, WI",#78D79E
"Barron, WI",#2FC169
"Bayfield, WI",#2FC169
"Burnett, WI",#2FC169
"Buffalo, WI",#2FC169
"Chippewa, WI",#0CA44D
"Clark, WI",#0CA44D
"Door, WI",#2FC169
"Douglas, WI",#2FC169
"Dunn, WI",#2FC169
"Eau Claire, WI",#2FC169
"Iron, WI",#2FC169
"Jackson, WI",#2FC169
"Kewaunee, WI",#2FC169
"Langlade, WI",#2FC169
"Lincoln, WI",#2FC169
"Marathon, WI",#2FC169
"Oneida, WI",#2FC169
"Pepin, WI",#2FC169
"Pierce, WI",#2FC169
"Polk, WI",#2FC169
"Price, WI",#0F934A
"Rusk, WI",#2FC169
"St. Croix, WI",#2FC169
"Sawyer, WI",#2FC169
"Taylor, WI",#FFFFFF
"Trempealeau, WI",#0CA44D
"Vilas, WI",#78D79E
"Washburn, WI",#2FC169
"Wood, WI",#54CC84
"Juneau, WI",#2FC169
"Monroe, WI",#2FC169
"La Crosse, WI",#2FC169
"Vernon, WI",#0F934A
"Sauk, WI",#2FC169
"Richland, WI",#2FC169
"Crawford, WI",#54CC84
"Iowa, WI",#2FC169
"Grant, WI",#0CA44D
"Lafayette, WI",#2FC169
"Green, WI",#0CA44D
"Marquette, WI",#2FC169
"Portage, WI",#2FC169
"Waupaca, WI",#2FC169
"Waushara, WI",#2FC169
"Green Lake, WI",#0CA44D
"Columbia, WI",#54CC84
"Dane, WI",#2FC169
"Rock, WI",#2FC169
"Kenosha, WI",#2FC169
"Racine, WI",#0F934A
"Walworth, WI",#2FC169
"Dodge, WI",#2FC169
"Jefferson, WI",#2FC169
"Waukesha, WI",#2FC169
"Milwaukee, WI",#2FC169
"Ozaukee, WI",#2FC169
"Washington, WI",#2FC169
"Winnebago, WI",#54CC84
"Fond du Lac, WI",#2FC169
"Sheboygan, WI",#2FC169
"Calumet, WI",#0CA44D
"Manitowoc, WI",#2FC169
"Brown, WI",#2FC169
"Outagamie, WI",#2FC169
"Shawano, WI",#2FC169
"Menominee, WI",#2FC169
"Oconto, WI",#0CA44D
"Forest, WI",#2FC169
"Florence, WI",#2FC169
"Marinette, WI",#2FC169
"Laramie, WY",#2FC169
"Goshen, WY",#0CA44D
"Teton, WY",#FFFFFF
"Lincoln, WY",#2FC169
"Uinta, WY",#137046
"Sublette, WY",#FFFFFF
"Park, WY",#2FC169
"Sweetwater, WY",#FFFFFF
"Fremont, WY",#2FC169
"Hot Springs, WY",#54CC84
"Washakie, WY",#2FC169
"Big Horn, WY",#2FC169
"Sheridan, WY",#2FC169
"Johnson, WY",#2FC169
"Natrona, WY",#2FC169
"Carbon, WY",#0CA44D
"Albany, WY",#0F934A
"Weston, WY",#2FC169
"Crook, WY",#54CC84
"Campbell, WY",#0CA44D
"Converse, WY",#54CC84
"Niobrara, WY",#FFFFFF
"Platte, WY",#2FC169
"Washington, DC",#2FC169
